track_id,available_markets,popularity,genre,artist_name,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,dummy_column
3xKsf9qdS1CyvXSMEid6g8,UY,91,Children’s Music,Frank Ocean,Pink + White,0.67,0.544,184516,0.552,4.57e-05,A,0.415,-7.45,Major,0.0991,159.738,3/4,0.554,"[('key', 0.6951945528884577), ('instrumentalness', 0.5397490043801488), ('acousticness', 0.5160660236869056), ('mode', 0.5137366251522578), ('tempo', 0.4599706685282551), ('danceability', 0.4596964220190327), ('time_signature', 0.44717469201936433), ('energy', 0.3852493896367304), ('valence', 0.32486538371506346), ('liveness', 0.2695738554618762), ('duration_ms', 0.2209811098073906), ('speechiness', 0.1930854028093194), ('loudness', 0.00024475799439760415)]"
7MXVkk9YMctZqd1Srtv4MB,LV,94,R&B,The Weeknd,Starboy,0.141,0.678,230453,0.588,6.35e-06,G,0.137,-7.015,Major,0.276,186.005,4/4,0.486,"[('duration_ms', 0.8392563169237349), ('danceability', 0.75511299648776), ('acousticness', 0.7178458954432104), ('mode', 0.6894773753252219), ('key', 0.5719432992463647), ('instrumentalness', 0.5655267840081267), ('valence', 0.533991586474617), ('liveness', 0.3874902464154034), ('time_signature', 0.32768997788476784), ('tempo', 0.2388128363814077), ('speechiness', 0.23580931784097958), ('energy', 0.2214698345181354), ('loudness', 0.038008025548869506)]"
7KA4W4McWYRpgf0fWsJZWB,NE,92,Hip-Hop,"Tyler, The Creator",See You Again,0.371,0.558,180387,0.559,7.49e-06,F#,0.109,-9.222,Major,0.0959,78.558,4/4,0.62,"[('instrumentalness', 0.9668203219049116), ('speechiness', 0.9457478548637854), ('energy', 0.9455689285160572), ('mode', 0.9388939742517473), ('time_signature', 0.8529352237028873), ('danceability', 0.8405967199180009), ('key', 0.6094348917463165), ('liveness', 0.5983956072729254), ('loudness', 0.5285665581312305), ('duration_ms', 0.27882578881899533), ('tempo', 0.19695844220419267), ('acousticness', 0.044654418711561394), ('valence', 0.0026051327939435875)]"
2QjOHCTQ1Jl3zawyYOpxh6,GA,93,Alternative,The Neighbourhood,Sweater Weather,0.0495,0.612,240400,0.807,0.0177,A#,0.101,-2.81,Major,0.0336,124.053,4/4,0.398,"[('tempo', 0.9591140519257816), ('instrumentalness', 0.9295288977151208), ('loudness', 0.9109274923307036), ('energy', 0.8627812952484074), ('danceability', 0.7308975835721154), ('liveness', 0.6513950761471852), ('duration_ms', 0.5356375472789633), ('valence', 0.4736359773600467), ('key', 0.46313556443185244), ('mode', 0.38920772852536), ('acousticness', 0.30470575109134723), ('time_signature', 0.29912065487840156), ('speechiness', 0.23962799482184416)]"
5FVd6KXrgO9B3JPmC8OPst,GD,90,Rock,Arctic Monkeys,Do I Wanna Know?,0.186,0.548,272394,0.532,0.000263,F,0.217,-7.596,Major,0.0323,85.03,4/4,0.405,"[('time_signature', 0.9762180640112823), ('acousticness', 0.8418474924060386), ('duration_ms', 0.823948514830792), ('loudness', 0.7835244258349162), ('valence', 0.7380327148973593), ('instrumentalness', 0.5941089421770633), ('danceability', 0.5127653034347535), ('key', 0.4903057433756769), ('liveness', 0.4807631796703521), ('tempo', 0.3217905897794271), ('speechiness', 0.2768956852872092), ('mode', 0.2488186446091044), ('energy', 0.1549096661298256)]"
1R0a2iXumgCiFb7HEZ7gUE,CZ,92,Dance,Taylor Swift,Don’t Blame Me,0.106,0.615,236413,0.534,1.76e-05,A,0.0607,-6.719,Minor,0.0386,135.917,4/4,0.193,"[('time_signature', 0.9591040420251576), ('energy', 0.9038928384029982), ('liveness', 0.7221638597825765), ('valence', 0.3424794967346897), ('key', 0.3346479111453329), ('loudness', 0.3005626457024717), ('danceability', 0.2976945212639751), ('instrumentalness', 0.23790789513103583), ('acousticness', 0.2112993920400904), ('mode', 0.1829605619576049), ('duration_ms', 0.16289738220162542), ('speechiness', 0.11343352362790393), ('tempo', 0.001998458837977335)]"
7MXVkk9YMctZqd1Srtv4MB,AG,94,Rap,The Weeknd,Starboy,0.141,0.678,230453,0.588,6.35e-06,G,0.137,-7.015,Major,0.276,186.005,4/4,0.486,"[('time_signature', 0.9199175220882393), ('danceability', 0.8997657211422583), ('speechiness', 0.7875802743064723), ('duration_ms', 0.7754421329194433), ('instrumentalness', 0.7081032133584154), ('tempo', 0.634672241063036), ('mode', 0.6212623623562151), ('loudness', 0.5642344033948801), ('energy', 0.44108404136937684), ('acousticness', 0.3602380188903279), ('valence', 0.35287346427117505), ('key', 0.19463101265191818), ('liveness', 0.03600039278645262)]"
3xKsf9qdS1CyvXSMEid6g8,CA,91,Alternative,Frank Ocean,Pink + White,0.67,0.544,184516,0.552,4.57e-05,A,0.415,-7.45,Major,0.0991,159.738,3/4,0.554,"[('liveness', 0.7493225032221525), ('acousticness', 0.5353674193356639), ('duration_ms', 0.5278797510987998), ('loudness', 0.5277137039358553), ('energy', 0.5130320900690848), ('danceability', 0.303737341440142), ('valence', 0.2749399666494654), ('mode', 0.26322765105312673), ('key', 0.16595358054146825), ('time_signature', 0.09837452782503497), ('tempo', 0.03970053205143387), ('speechiness', 0.00428905472706087), ('instrumentalness', 0.002099019517119882)]"
2QjOHCTQ1Jl3zawyYOpxh6,BD,93,Rock,The Neighbourhood,Sweater Weather,0.0495,0.612,240400,0.807,0.0177,A#,0.101,-2.81,Major,0.0336,124.053,4/4,0.398,"[('instrumentalness', 0.8875532534001316), ('speechiness', 0.8403348609884819), ('time_signature', 0.717258230783376), ('loudness', 0.6686661387541474), ('duration_ms', 0.6025930495187046), ('mode', 0.5809530512852185), ('tempo', 0.5563949723622706), ('energy', 0.5121079292294525), ('liveness', 0.4715324978667075), ('valence', 0.34735245202783627), ('acousticness', 0.14063556626077867), ('danceability', 0.12139540896441325), ('key', 0.053222656413642766)]"
2QjOHCTQ1Jl3zawyYOpxh6,ET,93,Rock,The Neighbourhood,Sweater Weather,0.0495,0.612,240400,0.807,0.0177,A#,0.101,-2.81,Major,0.0336,124.053,4/4,0.398,"[('tempo', 0.9650539665392495), ('energy', 0.9526245757077463), ('duration_ms', 0.9515950934559269), ('acousticness', 0.8856778371962889), ('key', 0.5880926881166513), ('loudness', 0.4806897640528466), ('danceability', 0.4005522702876194), ('speechiness', 0.3340430391672131), ('valence', 0.3033470258931851), ('instrumentalness', 0.2482656598057107), ('mode', 0.15884467787848822), ('liveness', 0.06916038247228495), ('time_signature', 0.015346427179376843)]"
2QjOHCTQ1Jl3zawyYOpxh6,TO,93,Rock,The Neighbourhood,Sweater Weather,0.0495,0.612,240400,0.807,0.0177,A#,0.101,-2.81,Major,0.0336,124.053,4/4,0.398,"[('speechiness', 0.8977537616996013), ('valence', 0.8447915951100641), ('acousticness', 0.754445201947763), ('liveness', 0.7273772764967943), ('tempo', 0.6641363256926134), ('duration_ms', 0.5315439824472562), ('key', 0.5254902546378608), ('time_signature', 0.5246077250243938), ('energy', 0.3718519977712311), ('mode', 0.3335748547985786), ('danceability', 0.3220862206857852), ('loudness', 0.23009504174153883), ('instrumentalness', 0.13500193845986586)]"
1R0a2iXumgCiFb7HEZ7gUE,HR,92,Dance,Taylor Swift,Don’t Blame Me,0.106,0.615,236413,0.534,1.76e-05,A,0.0607,-6.719,Minor,0.0386,135.917,4/4,0.193,"[('speechiness', 0.9818636249777952), ('duration_ms', 0.8899273135045366), ('acousticness', 0.820485836717681), ('key', 0.8204456245361825), ('energy', 0.5902853802969993), ('danceability', 0.5549368404818164), ('time_signature', 0.5401273107517478), ('liveness', 0.5213284538927712), ('valence', 0.5055328416232636), ('instrumentalness', 0.4857869518916803), ('mode', 0.41014089909659834), ('tempo', 0.09586770137505585), ('loudness', 0.04154899710018278)]"
2QjOHCTQ1Jl3zawyYOpxh6,LT,93,Pop,The Neighbourhood,Sweater Weather,0.0495,0.612,240400,0.807,0.0177,A#,0.101,-2.81,Major,0.0336,124.053,4/4,0.398,"[('time_signature', 0.9312946463214523), ('mode', 0.8351469851095629), ('danceability', 0.8010945098299369), ('instrumentalness', 0.6091149606915479), ('valence', 0.4692662448971735), ('energy', 0.46854010835207416), ('key', 0.44110357042211423), ('liveness', 0.43729091656236874), ('loudness', 0.3951915831421915), ('tempo', 0.2675750005018289), ('acousticness', 0.20625113304372433), ('speechiness', 0.17844683520188542), ('duration_ms', 0.01878987107940233)]"
7KA4W4McWYRpgf0fWsJZWB,KE,92,Pop,"Tyler, The Creator",See You Again,0.371,0.558,180387,0.559,7.49e-06,F#,0.109,-9.222,Major,0.0959,78.558,4/4,0.62,"[('mode', 0.9914871041620161), ('acousticness', 0.966422268346867), ('instrumentalness', 0.8529962615788961), ('speechiness', 0.8509953169888521), ('liveness', 0.80533045279219), ('duration_ms', 0.7992942632430264), ('key', 0.7117985049852271), ('time_signature', 0.6134133438040441), ('energy', 0.40485524409351814), ('loudness', 0.3811852669879592), ('danceability', 0.3339595693993308), ('valence', 0.32525598984770254), ('tempo', 0.20170530130306563)]"
2QjOHCTQ1Jl3zawyYOpxh6,BR,93,Alternative,The Neighbourhood,Sweater Weather,0.0495,0.612,240400,0.807,0.0177,A#,0.101,-2.81,Major,0.0336,124.053,4/4,0.398,"[('mode', 0.8318848416365152), ('liveness', 0.7944407268365098), ('time_signature', 0.7282267736293824), ('speechiness', 0.7114545021281649), ('valence', 0.7018870770390166), ('duration_ms', 0.6769088395023691), ('tempo', 0.6645276377075866), ('instrumentalness', 0.6265110633211429), ('danceability', 0.4373299492422381), ('loudness', 0.3283243126590403), ('energy', 0.2080759468432356), ('acousticness', 0.17537131579556964), ('key', 0.1238382154807991)]"
7MXVkk9YMctZqd1Srtv4MB,US,94,Pop,The Weeknd,Starboy,0.141,0.678,230453,0.588,6.35e-06,G,0.137,-7.015,Major,0.276,186.005,4/4,0.486,"[('loudness', 0.9414098551584573), ('instrumentalness', 0.7241635596923653), ('acousticness', 0.626408696952596), ('valence', 0.6078313094948893), ('mode', 0.48136076532405425), ('tempo', 0.3634527712181964), ('speechiness', 0.3568627972809275), ('duration_ms', 0.3130808937794174), ('key', 0.11829478184254216), ('energy', 0.08705659486699968), ('liveness', 0.07251382000449424), ('danceability', 0.03549549388622153), ('time_signature', 0.02717154145971734)]"
2QjOHCTQ1Jl3zawyYOpxh6,AL,93,Alternative,The Neighbourhood,Sweater Weather,0.0495,0.612,240400,0.807,0.0177,A#,0.101,-2.81,Major,0.0336,124.053,4/4,0.398,"[('acousticness', 0.961161358240554), ('duration_ms', 0.9268744762235643), ('mode', 0.8922814381717301), ('energy', 0.8157465927077573), ('liveness', 0.8003646011533787), ('instrumentalness', 0.7920309899003651), ('time_signature', 0.7739571891938644), ('tempo', 0.49514393795914746), ('speechiness', 0.3475891848060437), ('key', 0.2812857501897511), ('valence', 0.14883671486026473), ('danceability', 0.11731678263529821), ('loudness', 0.06949781473396155)]"
3AJwUDP919kvQ9QcozQPxg,FI,92,Pop,Coldplay,Yellow,0.00239,0.429,266773,0.661,0.00013,B,0.234,-7.227,Major,0.0281,173.365,4/4,0.285,"[('loudness', 0.9200714568015734), ('valence', 0.7092329393505676), ('key', 0.6043796896780528), ('acousticness', 0.5196361231619475), ('energy', 0.33158194724848544), ('time_signature', 0.2985617695119741), ('mode', 0.2873921195296125), ('speechiness', 0.2168459094366798), ('liveness', 0.19018716028741023), ('duration_ms', 0.1606526852154747), ('tempo', 0.1347746627259283), ('danceability', 0.0995961317093621), ('instrumentalness', 0.010555392363094662)]"
3xKsf9qdS1CyvXSMEid6g8,MK,91,Alternative,Frank Ocean,Pink + White,0.67,0.544,184516,0.552,4.57e-05,A,0.415,-7.45,Major,0.0991,159.738,3/4,0.554,"[('speechiness', 0.9198559220088184), ('tempo', 0.7985749662093709), ('instrumentalness', 0.6773087419771268), ('energy', 0.6573935949615605), ('key', 0.4682687733364672), ('acousticness', 0.4201244667916376), ('liveness', 0.2560224946922923), ('mode', 0.2108304184737506), ('time_signature', 0.1909114467666061), ('valence', 0.17709773192018585), ('danceability', 0.0999717932222618), ('loudness', 0.06819595717750515), ('duration_ms', 0.005600608708574817)]"
7MXVkk9YMctZqd1Srtv4MB,SV,94,R&B,The Weeknd,Starboy,0.141,0.678,230453,0.588,6.35e-06,G,0.137,-7.015,Major,0.276,186.005,4/4,0.486,"[('liveness', 0.9129010627953066), ('energy', 0.9093575593931514), ('valence', 0.907602139141178), ('loudness', 0.6976095223378691), ('instrumentalness', 0.5915774038010733), ('key', 0.5683552531452096), ('tempo', 0.5401295793201858), ('time_signature', 0.4215744587730358), ('mode', 0.3642810910760609), ('danceability', 0.3242048208862467), ('duration_ms', 0.29914373199483313), ('speechiness', 0.2028884225372216), ('acousticness', 0.06693294309275155)]"
7KA4W4McWYRpgf0fWsJZWB,CD,92,Hip-Hop,"Tyler, The Creator",See You Again,0.371,0.558,180387,0.559,7.49e-06,F#,0.109,-9.222,Major,0.0959,78.558,4/4,0.62,"[('loudness', 0.9054040142090476), ('instrumentalness', 0.8345648505579097), ('mode', 0.7944610607538983), ('speechiness', 0.7912680751756662), ('danceability', 0.7551165123584082), ('energy', 0.7123071128878306), ('duration_ms', 0.6492576783193983), ('valence', 0.4913222570432527), ('key', 0.4123472370339112), ('acousticness', 0.30361911102411143), ('liveness', 0.29611483017817), ('tempo', 0.16598123146379073), ('time_signature', 0.13380040284205164)]"
3xKsf9qdS1CyvXSMEid6g8,AE,91,Alternative,Frank Ocean,Pink + White,0.67,0.544,184516,0.552,4.57e-05,A,0.415,-7.45,Major,0.0991,159.738,3/4,0.554,"[('valence', 0.8737184712566529), ('instrumentalness', 0.7142487029929758), ('key', 0.705523565461145), ('time_signature', 0.7051393893355532), ('energy', 0.5222403519773452), ('acousticness', 0.5056057780004668), ('tempo', 0.30358057615534495), ('danceability', 0.28920215339848476), ('liveness', 0.15272755929254278), ('duration_ms', 0.1431390863327313), ('loudness', 0.07491560364805294), ('mode', 0.05307289339226684), ('speechiness', 0.019274988422199768)]"
2QjOHCTQ1Jl3zawyYOpxh6,UG,93,Pop,The Neighbourhood,Sweater Weather,0.0495,0.612,240400,0.807,0.0177,A#,0.101,-2.81,Major,0.0336,124.053,4/4,0.398,"[('energy', 0.9388077027852355), ('speechiness', 0.8614616556658953), ('duration_ms', 0.8185239090585801), ('valence', 0.7500043810305287), ('acousticness', 0.5017258221558643), ('time_signature', 0.4646332214793747), ('mode', 0.4550973506409056), ('key', 0.3824085421889196), ('danceability', 0.3652000979206905), ('instrumentalness', 0.2331948656196865), ('liveness', 0.1689151462032631), ('tempo', 0.026305467528575988), ('loudness', 0.0045866593908627795)]"
1R0a2iXumgCiFb7HEZ7gUE,SC,92,Dance,Taylor Swift,Don’t Blame Me,0.106,0.615,236413,0.534,1.76e-05,A,0.0607,-6.719,Minor,0.0386,135.917,4/4,0.193,"[('key', 0.9162065260620795), ('acousticness', 0.9116931233918957), ('speechiness', 0.8259303829029799), ('duration_ms', 0.8027714778781972), ('time_signature', 0.7240891725515384), ('valence', 0.7081114186215756), ('energy', 0.5694075785709644), ('liveness', 0.5181654694476558), ('mode', 0.4195450332693582), ('instrumentalness', 0.415820088873614), ('danceability', 0.22708393582300423), ('tempo', 0.14555850111475654), ('loudness', 0.14460924578719836)]"
2QjOHCTQ1Jl3zawyYOpxh6,SI,93,Pop,The Neighbourhood,Sweater Weather,0.0495,0.612,240400,0.807,0.0177,A#,0.101,-2.81,Major,0.0336,124.053,4/4,0.398,"[('key', 0.9557378132981801), ('energy', 0.8467934447676257), ('loudness', 0.8328748109722302), ('duration_ms', 0.8252164087330875), ('mode', 0.7718469419807825), ('instrumentalness', 0.7177268303092745), ('danceability', 0.5964130159918334), ('liveness', 0.5831364529749602), ('tempo', 0.3598969816094111), ('time_signature', 0.24279233940618228), ('speechiness', 0.19169353759306773), ('valence', 0.19102112147143813), ('acousticness', 0.09935425489198246)]"
7KA4W4McWYRpgf0fWsJZWB,AZ,92,Hip-Hop,"Tyler, The Creator",See You Again,0.371,0.558,180387,0.559,7.49e-06,F#,0.109,-9.222,Major,0.0959,78.558,4/4,0.62,"[('energy', 0.8168017246411835), ('liveness', 0.8043486218752433), ('acousticness', 0.7867012862293854), ('instrumentalness', 0.7322652300238098), ('loudness', 0.6871545422676735), ('key', 0.47563542975743744), ('danceability', 0.43523782192276206), ('tempo', 0.413584144162791), ('speechiness', 0.28310155822201455), ('time_signature', 0.16198384341435923), ('valence', 0.15344750959180298), ('duration_ms', 0.14058759839681512), ('mode', 0.07910419015272052)]"
2QjOHCTQ1Jl3zawyYOpxh6,HK,93,Pop,The Neighbourhood,Sweater Weather,0.0495,0.612,240400,0.807,0.0177,A#,0.101,-2.81,Major,0.0336,124.053,4/4,0.398,"[('mode', 0.8709348919612494), ('valence', 0.6890157663200579), ('instrumentalness', 0.6409193104792815), ('acousticness', 0.5641692161352556), ('duration_ms', 0.4948932135710873), ('tempo', 0.48102474274411566), ('liveness', 0.4653925996266648), ('danceability', 0.455883731446154), ('time_signature', 0.38486542676214364), ('energy', 0.3284081912215938), ('loudness', 0.1453143497577103), ('key', 0.08148463683810692), ('speechiness', 0.03258347815387974)]"
2QjOHCTQ1Jl3zawyYOpxh6,GR,93,Alternative,The Neighbourhood,Sweater Weather,0.0495,0.612,240400,0.807,0.0177,A#,0.101,-2.81,Major,0.0336,124.053,4/4,0.398,"[('energy', 0.9047005470482199), ('time_signature', 0.7743569742516612), ('tempo', 0.7737754686470149), ('mode', 0.737714706418956), ('speechiness', 0.7225600677943003), ('key', 0.6873544732552924), ('duration_ms', 0.6489055034806428), ('acousticness', 0.5948004669664689), ('valence', 0.5722114667062209), ('danceability', 0.5319135995300001), ('liveness', 0.4750831337109328), ('instrumentalness', 0.40794091917836983), ('loudness', 0.3737417338092113)]"
2QjOHCTQ1Jl3zawyYOpxh6,SK,93,Alternative,The Neighbourhood,Sweater Weather,0.0495,0.612,240400,0.807,0.0177,A#,0.101,-2.81,Major,0.0336,124.053,4/4,0.398,"[('tempo', 0.9636933383220267), ('loudness', 0.8926189581664291), ('valence', 0.8806287711307542), ('danceability', 0.7419602859728683), ('speechiness', 0.7363801919300845), ('instrumentalness', 0.627401785252892), ('duration_ms', 0.6077515943517786), ('energy', 0.4867649492515116), ('acousticness', 0.43396958065707647), ('key', 0.31110202752215443), ('time_signature', 0.14421560423711954), ('mode', 0.03978844131968051), ('liveness', 0.039026091310870314)]"
7MXVkk9YMctZqd1Srtv4MB,PL,94,R&B,The Weeknd,Starboy,0.141,0.678,230453,0.588,6.35e-06,G,0.137,-7.015,Major,0.276,186.005,4/4,0.486,"[('instrumentalness', 0.8924297495319469), ('loudness', 0.8758683320921292), ('acousticness', 0.7575199507948388), ('danceability', 0.71352603791471), ('speechiness', 0.48499714806939964), ('time_signature', 0.43356168986574395), ('liveness', 0.3134779965150899), ('mode', 0.2189707154983711), ('duration_ms', 0.2184238225303129), ('energy', 0.13415685452593007), ('key', 0.07665017907983762), ('valence', 0.07522111700005374), ('tempo', 0.03249651597595338)]"
7MXVkk9YMctZqd1Srtv4MB,LY,94,Rap,The Weeknd,Starboy,0.141,0.678,230453,0.588,6.35e-06,G,0.137,-7.015,Major,0.276,186.005,4/4,0.486,"[('loudness', 0.9233216992030313), ('danceability', 0.8185907468252922), ('key', 0.8083856669437339), ('duration_ms', 0.7793205497104554), ('time_signature', 0.6239671086280192), ('valence', 0.47187847085406043), ('liveness', 0.4220836971046015), ('instrumentalness', 0.3265296143376091), ('acousticness', 0.27713154375459004), ('energy', 0.21332283673664576), ('mode', 0.0424013743918783), ('speechiness', 0.02856764810215917), ('tempo', 0.008474232735350973)]"
2QjOHCTQ1Jl3zawyYOpxh6,AM,93,Children’s Music,The Neighbourhood,Sweater Weather,0.0495,0.612,240400,0.807,0.0177,A#,0.101,-2.81,Major,0.0336,124.053,4/4,0.398,"[('duration_ms', 0.9422453274214454), ('key', 0.9080714250731243), ('speechiness', 0.7299585054388993), ('liveness', 0.668510909377975), ('danceability', 0.6265098113579635), ('energy', 0.558702104251297), ('valence', 0.36606671296554694), ('acousticness', 0.2698114791234163), ('time_signature', 0.206582946335224), ('tempo', 0.14750898128424017), ('loudness', 0.12099591741015725), ('instrumentalness', 0.047304307335034546), ('mode', 0.01763699959030618)]"
3AJwUDP919kvQ9QcozQPxg,JO,92,Pop,Coldplay,Yellow,0.00239,0.429,266773,0.661,0.00013,B,0.234,-7.227,Major,0.0281,173.365,4/4,0.285,"[('danceability', 0.9241760937163807), ('valence', 0.7874107516478663), ('instrumentalness', 0.7661397027402403), ('liveness', 0.619351254093503), ('loudness', 0.6150097225613522), ('mode', 0.5309881404366427), ('key', 0.4964080869210521), ('time_signature', 0.3472974880245424), ('acousticness', 0.2373710800910217), ('tempo', 0.23183198985519404), ('energy', 0.1880395402592252), ('speechiness', 0.17905893180332488), ('duration_ms', 0.07352444345872744)]"
2QjOHCTQ1Jl3zawyYOpxh6,FJ,93,Alternative,The Neighbourhood,Sweater Weather,0.0495,0.612,240400,0.807,0.0177,A#,0.101,-2.81,Major,0.0336,124.053,4/4,0.398,"[('key', 0.9886820019860527), ('tempo', 0.9779320794947021), ('loudness', 0.8495190721572271), ('instrumentalness', 0.8234792370038936), ('valence', 0.7994079448579385), ('liveness', 0.6841446896977197), ('acousticness', 0.667133238465174), ('danceability', 0.6610350914615715), ('mode', 0.5982308155949319), ('energy', 0.5703698270878942), ('duration_ms', 0.4232475391115943), ('time_signature', 0.2934258892570152), ('speechiness', 0.2830817087538944)]"
0JXXNGljqupsJaZsgSbMZV,KM,90,Pop,Miguel,Sure Thing,0.0275,0.684,195373,0.603,0.000311,B,0.191,-8.127,Minor,0.0989,81.0,4/4,0.504,"[('mode', 0.9751014575088696), ('time_signature', 0.9593866785977467), ('energy', 0.9458635646574156), ('acousticness', 0.8991258472641918), ('key', 0.7499060267915095), ('liveness', 0.6638036589826312), ('instrumentalness', 0.6509619809779065), ('duration_ms', 0.6421595420453083), ('loudness', 0.6007885232838246), ('valence', 0.3504741958308737), ('tempo', 0.33110606818214605), ('speechiness', 0.19087278940456687), ('danceability', 0.06410471611485191)]"
2QjOHCTQ1Jl3zawyYOpxh6,EG,93,Rock,The Neighbourhood,Sweater Weather,0.0495,0.612,240400,0.807,0.0177,A#,0.101,-2.81,Major,0.0336,124.053,4/4,0.398,"[('valence', 0.9124746443193085), ('time_signature', 0.808068705683395), ('danceability', 0.7198149194342607), ('duration_ms', 0.5767529048387552), ('tempo', 0.49132811088889394), ('mode', 0.44655323525253676), ('instrumentalness', 0.3254195372989378), ('liveness', 0.30796083240193706), ('loudness', 0.2383295552821474), ('energy', 0.16073326963744072), ('acousticness', 0.10451612564513946), ('key', 0.09705217869020244), ('speechiness', 0.029664895582278028)]"
7KA4W4McWYRpgf0fWsJZWB,GT,92,Hip-Hop,"Tyler, The Creator",See You Again,0.371,0.558,180387,0.559,7.49e-06,F#,0.109,-9.222,Major,0.0959,78.558,4/4,0.62,"[('loudness', 0.9432519560735135), ('tempo', 0.9151094920289697), ('key', 0.8277807493178504), ('valence', 0.8033675320361682), ('speechiness', 0.619009590808174), ('instrumentalness', 0.5845971955455426), ('time_signature', 0.5799045781425318), ('energy', 0.5666291739717593), ('acousticness', 0.55456596691301), ('duration_ms', 0.47282220653694496), ('liveness', 0.3154552830567502), ('danceability', 0.029249242037641454), ('mode', 0.012849483677665696)]"
7KA4W4McWYRpgf0fWsJZWB,BG,92,Hip-Hop,"Tyler, The Creator",See You Again,0.371,0.558,180387,0.559,7.49e-06,F#,0.109,-9.222,Major,0.0959,78.558,4/4,0.62,"[('instrumentalness', 0.9503475419630177), ('tempo', 0.8665367929532488), ('mode', 0.680108827050017), ('speechiness', 0.6087602977190786), ('time_signature', 0.5847055218383731), ('energy', 0.5531930106745133), ('acousticness', 0.5407663145702385), ('loudness', 0.5073534716964859), ('valence', 0.39477188152168785), ('key', 0.16572420083892303), ('danceability', 0.12359663971298551), ('duration_ms', 0.07494391120620658), ('liveness', 0.016107983284471272)]"
7MXVkk9YMctZqd1Srtv4MB,KR,94,Pop,The Weeknd,Starboy,0.141,0.678,230453,0.588,6.35e-06,G,0.137,-7.015,Major,0.276,186.005,4/4,0.486,"[('mode', 0.9922616151805258), ('acousticness', 0.8126368965404156), ('danceability', 0.5859317041004882), ('instrumentalness', 0.5135408522204564), ('duration_ms', 0.47686716696580234), ('key', 0.4143667969936434), ('liveness', 0.3988302724878794), ('loudness', 0.28545125323218645), ('valence', 0.19321554021503873), ('tempo', 0.18641331028537433), ('time_signature', 0.14586373992055557), ('energy', 0.10324881016342391), ('speechiness', 0.0197284024883988)]"
2QjOHCTQ1Jl3zawyYOpxh6,BJ,93,Pop,The Neighbourhood,Sweater Weather,0.0495,0.612,240400,0.807,0.0177,A#,0.101,-2.81,Major,0.0336,124.053,4/4,0.398,"[('speechiness', 0.922105280599884), ('instrumentalness', 0.8590524923537868), ('mode', 0.8554045126093512), ('liveness', 0.7704811564005584), ('acousticness', 0.7182831139485719), ('valence', 0.7177378792148825), ('danceability', 0.5492262514091069), ('energy', 0.486685907243955), ('loudness', 0.45578736757055416), ('tempo', 0.4346587497021571), ('duration_ms', 0.4047025384497973), ('key', 0.3554952700119359), ('time_signature', 0.05817812235682318)]"
3xKsf9qdS1CyvXSMEid6g8,SZ,91,Soul,Frank Ocean,Pink + White,0.67,0.544,184516,0.552,4.57e-05,A,0.415,-7.45,Major,0.0991,159.738,3/4,0.554,"[('speechiness', 0.8110710972286886), ('danceability', 0.658922285291246), ('tempo', 0.6585235738121676), ('acousticness', 0.5909122809897591), ('energy', 0.5738524135798391), ('mode', 0.5590881463588765), ('valence', 0.5258319148578317), ('loudness', 0.37467400954293706), ('time_signature', 0.3083641023506064), ('instrumentalness', 0.12818127276072055), ('duration_ms', 0.059403693922588374), ('key', 0.015240680913049087), ('liveness', 0.0017548803857801998)]"
2QjOHCTQ1Jl3zawyYOpxh6,QA,93,Rock,The Neighbourhood,Sweater Weather,0.0495,0.612,240400,0.807,0.0177,A#,0.101,-2.81,Major,0.0336,124.053,4/4,0.398,"[('instrumentalness', 0.7960080761205651), ('loudness', 0.7765922247325227), ('time_signature', 0.7140942475246437), ('liveness', 0.6839238983641561), ('key', 0.6789741783221231), ('tempo', 0.6489954130854421), ('mode', 0.5969168857997251), ('duration_ms', 0.5795790759349811), ('valence', 0.5723536495295848), ('acousticness', 0.40496733857179823), ('energy', 0.37441256159190817), ('danceability', 0.3401233778293109), ('speechiness', 0.13273570608657181)]"
3w3y8KPTfNeOKPiqUTakBh,TJ,91,Dance,Bruno Mars,Locked Out Of Heaven,0.049,0.726,233478,0.698,0.0,F,0.309,-4.165,Major,0.0431,143.994,4/4,0.867,"[('mode', 0.9978813685452709), ('time_signature', 0.9908465092949837), ('key', 0.9427920209039569), ('energy', 0.8438891088176462), ('valence', 0.8129779045361322), ('liveness', 0.7782735007785596), ('tempo', 0.5914230759019352), ('duration_ms', 0.5362708738609475), ('acousticness', 0.48184262921070253), ('instrumentalness', 0.3370328758809128), ('danceability', 0.2983146872575444), ('loudness', 0.28217681040477116), ('speechiness', 0.19002016217255502)]"
3AJwUDP919kvQ9QcozQPxg,LR,92,Pop,Coldplay,Yellow,0.00239,0.429,266773,0.661,0.00013,B,0.234,-7.227,Major,0.0281,173.365,4/4,0.285,"[('mode', 0.9503834522773194), ('valence', 0.897253514648805), ('acousticness', 0.8393706249158984), ('energy', 0.7702340926508088), ('duration_ms', 0.7582083218293137), ('danceability', 0.6939786863659573), ('tempo', 0.6456999214045408), ('key', 0.6397664691139711), ('liveness', 0.5812252845541175), ('loudness', 0.49280979644843403), ('instrumentalness', 0.4803228940312573), ('time_signature', 0.43357537576130445), ('speechiness', 0.11616386743359985)]"
